country_code,country,region,source_id,source_name,data_types,url,auth,status_upstream,status_bucket,blocked_reason,license,commercial_use,priority,has_bootstrap,sample_count,notes
SA,Saudi Arabia,Arab League / GCC,SA/NCC-OpenData,Saudi Arabia National Competitiveness Center Open Data,legislation,https://istitlaa.ncc.gov.sa/en/About/Pages/OpenData.aspx,none,blocked,blocked,connection_timeout,,,3,False,0,istitlaa.ncc.gov.sa connection times out. Also tried laws.boe.gov.sa — same timeout. Saudi government sites unreachable from this network.
SA,Saudi Arabia,Arab League / GCC,SA/NajizLegal,Saudi Arabia Najiz Judicial Portal,case_law,https://www.moj.gov.sa/,api_key,blocked,blocked,auth_required,,,2,False,0,API gateway at laws-gateway.moj.gov.sa requires JWT auth. Developer registration at developers.najiz.sa requires organizational account (government/company). 151 APIs available but all gated behind auth subscription.
SA,Saudi Arabia,Arab League / GCC,SA/SAMA,Saudi Central Bank (SAMA) Circulars,doctrine,https://www.sama.gov.sa/,none,blocked,blocked,server_unreachable,,,3,False,0,sama.gov.sa ECONNRESET. Connection refused from tested locations.
SA,Saudi Arabia,Arab League / GCC,SA/SupremeCourt,Saudi Arabia Courts Decisions Portal,case_law,https://laws.moj.gov.sa/,none,blocked,blocked,spa_requires_browser_automation,,,2,False,0,Nuxt.js SPA on laws.moj.gov.sa. Backend API at laws-gateway.moj.gov.sa is behind Apigee with JWT auth (Saudi IAM/Absher). No public REST API available.
SA,Saudi Arabia,Arab League / GCC,SA/ZATCA-Guidance,Saudi Arabia ZATCA Tax Guidance and Circulars (zatca.gov.sa),doctrine,https://zatca.gov.sa/en/Pages/default.aspx,none,blocked,blocked,duplicate_source,,,1,True,0,Duplicate of existing SA/ZATCA-Guidance (already complete)
SA,Saudi Arabia,Arab League / GCC,SA/ZATCA-VAT,Saudi Arabia ZATCA VAT Rulings and Decisions (zatca.gov.sa/VAT),doctrine,https://zatca.gov.sa/en/RulesRegulations/Taxes/Pages/WithholdingTax.aspx,none,blocked,blocked,duplicate_source,,,2,False,0,Covered by existing SA/ZATCA-Guidance source
SD,Sudan,Arab League / Africa,SD/Legislation,Sudan Legislation (SudanLII),"legislation,case_law",https://sudanlii.org/,none,blocked,blocked,domain_not_registered,,,2,False,0,sudanlii.org domain does not exist (never registered). Sudan is not part of AfricanLII/Laws.Africa network. No programmatic API for Sudan legislation exists. Only ~65 PDFs available via REDRESS.
SO,Somalia,Arab League / Horn,SO/Legislation,Somalia Legislation (SomaliLII),legislation,https://somalilii.org/,none,blocked,blocked,domain_not_registered,,,2,False,0,somalilii.org domain does not exist. Somalia not in AfricanLII/Laws.Africa. No national legislation database available. Only ~13 PDFs via Africa-Laws.org.
SY,Syria,Arab League / Mashriq,SY/Legislation,Syrian Presidential Decrees (SANA),legislation,https://sana.sy/presidency/,none,complete,working,,Syrian Arab News Agency (SANA) — official state news agency. Presidential decrees are public legal instruments. No formal open licence specified.,True,3,True,16,Full-text presidential decrees from sana.sy (Arabic). ~104 decrees from transitional government (2025+). Parliament site offline; SANA is primary source. 15/15 samples validated (296-19K chars).
TN,Tunisia,Arab League / Maghreb,TN/CourDeCassation,Tunisia Court of Cassation Jurisprudence,case_law,https://juricaf.org/recherche/+/facet_pays:Tunisie,none,complete,working,,ODbL 1.0,True,2,True,16,28 decisions (2005-2019) via Juricaf (AHJUCAF). Full text in French. ODBL license.
TN,Tunisia,Arab League / Maghreb,TN/DGI-TaxGuidance,Tunisia Direction Générale des Impôts Tax Guidance (finances.gov.tn),doctrine,https://www.finances.gov.tn/fr/structures-du-ministere/la-direction-generale-des-impots,none,blocked,blocked,no_api_pdf_only,,,2,False,0,Has Documentation Fiscale section but primarily PDF-based. No API or structured data access.
TN,Tunisia,Arab League / Maghreb,TN/IORT,Tunisia Official Printing and Publishing Office (IORT),legislation,https://www.iort.gov.tn/,none,blocked,blocked,no_api_access,,,2,False,0,iort.gov.tn returns 403. legislation.tn times out. 9anoun.tn uses Livewire dynamic loading (needs Playwright). No programmatic access to Tunisian legislation full text without browser automation.
TN,Tunisia,Arab League / Maghreb,TN/JORT,Journal Officiel de la République Tunisienne (JORT),legislation,http://www.iort.gov.tn,none,blocked,blocked,webdev_session_required,,,2,False,0,Re-blocked: original issue (webdev_session_required) not solvable by PDF extraction alone
TN,Tunisia,Arab League / Maghreb,TN/JORT-Legislation,Tunisia JORT Legislation (DCAF),legislation,https://legislation-securite.tn/,none,complete,working,,Managed by DCAF (Geneva Centre for Security Sector Governance). Copyright DCAF; all rights reserved per site footer. Underlying Tunisian legislation texts are official state acts.,True,3,True,16,"WordPress REST API at legislation-securite.tn. ~3954 texts, 80% with French full text. DCAF Geneva Centre for Security Sector Governance database."
TN,Tunisia,Arab League / Maghreb,TN/LegislationTN,Tunisia Legislation Portal,legislation,http://www.legislation.tn/en,none,blocked,blocked,site_down,,,2,False,0,legislation.tn consistently times out. Drupal-based CMS but unreachable. Alternative 9anoun.tn requires Livewire/Playwright.
TR,Turkey,Non-Arab MENA,TR/AnayasaMahkemesi,Turkish Constitutional Court (Anayasa Mahkemesi),case_law,https://www.anayasa.gov.tr,none,complete,working,,Open Government Data,True,1,True,13,Complete. Norm review (normkararlarbilgibankasi) 5.4K decisions + Individual applications (kararlarbilgibankasi) 16K+ decisions since 2012. HTML scraping with full text. 12 sample records avg 23K chars/doc. Open access.
TR,Turkey,Non-Arab MENA,TR/ConstitutionalCourt,Turkey Constitutional Court Decisions (anayasa.gov.tr),case_law,https://kararlarbilgibankas.anayasa.gov.tr/,none,blocked,blocked,duplicate_of_existing,,,2,False,0,Duplicate of TR/AnayasaMahkemesi which is already complete. Same data source (kararlarbilgibankasi.anayasa.gov.tr).
TR,Turkey,Non-Arab MENA,TR/Danistay,Turkish Council of State (Danistay),case_law,https://www.danistay.gov.tr,none,complete,working,,Open Government Data,True,1,True,13,
TR,Turkey,Non-Arab MENA,TR/GIB-Ozelgeler,Turkish Revenue Administration Tax Rulings (Özelgeler),doctrine,https://gib.gov.tr,none,complete,working,,Government open access — Turkish Revenue Administration tax rulings (ozelgeler). Official government documents are publicly accessible; legal texts are not copyrightable under Turkish IP law (Art. 31 of Law No. 5846).,True,1,True,12,"18,079 binding tax rulings (özelgeler) from GİB. Covers income tax, VAT, corporate tax, stamp duty. Full text via vergibulustayi.com aggregator + GIB data. Avg 8.5K chars/doc."
TR,Turkey,Non-Arab MENA,TR/GIB-TaxCirculars,Turkish Revenue Administration Legislation (GIB Mevzuat),doctrine,https://www.gib.gov.tr/en/,none,complete,working,,,,2,False,0,"GIB Spring Boot REST API. 4448 total docs across 8 types (sirkuler/teblig/genelYazilar/icGenelge/cbk/bkk/yonetmelik/gerekce). ~3500 have inline full text; CBK/gerekce are PDF-only (skipped). No auth. Sample: 60 records, avg 7424 chars."
TR,Turkey,Non-Arab MENA,TR/Mevzuat,Turkish Legislation (Mevzuat Bilgi Sistemi),legislation,https://www.mevzuat.gov.tr,none,blocked,blocked,vps_ip_blocked,,,1,True,15,"Code works fine locally (15 sample records with full text). VPS (Hetzner) IP blocked by mevzuat.gov.tr after ~2,686 records. Requires residential proxy or different IP range. Issue #160."
TR,Turkey,Non-Arab MENA,TR/MevzuatGov-Scraper,Turkish Legislation (mevzuat.gov.tr Structured Extraction),legislation,https://www.mevzuat.gov.tr/,none,blocked,blocked,duplicate,,,2,False,0,"Duplicate of TR/MevzuatHF (complete, 907 laws). mevzuat.gov.tr VPS IP blocked."
TR,Turkey,Non-Arab MENA,TR/MevzuatHF,Turkish Legislation (Hugging Face Dataset),legislation,https://huggingface.co/datasets/muhammetakkurt/mevzuat-gov-dataset,none,complete,working,,MIT License,True,1,True,15,907 Turkish laws with full text articles. Avg 19K chars/doc. MIT license.
TR,Turkey,Non-Arab MENA,TR/RekabetKurumu,Turkish Competition Authority (Rekabet Kurumu),case_law,https://www.rekabet.gov.tr/tr/Kararlar,none,complete,working,,Turkish Competition Authority (public decisions),True,2,True,16,"COMPLETE: 10,239 board decisions via HTML scraping + PDF extraction. Covers mergers, competition violations, exemptions, privatization. 15 sample records avg 86K chars."
TR,Turkey,Non-Arab MENA,TR/ResmiGazete,Turkish Official Gazette (Resmi Gazete),legislation,https://www.resmigazete.gov.tr,none,complete,working,,All rights reserved (Resmi Gazete). Official gazette content is publicly accessible; the site states all rights reserved per Turkish copyright notice. Official legal texts are not copyrightable under Turkish IP law (Art. 31 of Law No. 5846).,True,2,True,13,"COMPLETE: Turkish Official Gazette via archive HTML pages. Daily gazette since 1920. Laws, decrees, regulations with full text. 12 sample records avg 12K chars. Scrapes /eskiler/YYYY/MM/YYYYMMDD-N.htm pages. Classifies by section type (Kanun, Yönetmelik, Tebliğ, etc)."
TR,Turkey,Non-Arab MENA,TR/SPK,Turkey Capital Markets Board (SPK/CMB),"case_law,doctrine",https://www.spk.gov.tr/,none,blocked,blocked,,,,2,True,0,SPA with SSL certificate issues. No accessible API endpoint found.
TR,Turkey,Non-Arab MENA,TR/TBMM,Turkish Parliament (TBMM),parliamentary_proceedings,https://www.tbmm.gov.tr/Tutanaklar/TutanakMetinleri,none,complete,working,,Public domain — Turkish parliamentary proceedings (tutanak). Official legislative records are not subject to copyright under Turkish IP law (Art. 31 of Law No. 5846).,True,2,True,15,
TR,Turkey,Non-Arab MENA,TR/Yargitay,Turkish Court of Cassation (Yargitay),case_law,https://www.yargitay.gov.tr,none,complete,working,,Open Government Data,True,1,True,16,TIER 2: Supreme court for civil and criminal matters. ~6 million decisions via Bedesten API. Full text from base64-encoded HTML. 23 Civil + 23 Criminal chambers. 12 sample records with full text.
